LineOfBusiness,ERMSDealNumber,InceptionDate,ExpiryDate,BusinessSegment,Paper,IsAdmitted,Type,InsuredName,InsuredState,BrokerCompany,BrokerCompanyAddress,BrokerContact,BrokerState,UnderwriterTeam,DealComponentID,BusinessClassification,Occurrence: General Liability,Occurrence: Owners & Contractors Protective,Claims Made: Products Liability,Claims Made: Life Sciences Liability,Excess Claims Made: Products Liability,Excess Claims Made: Life Sciences Liability,Limit Damage to Premises Rented to You,Each Common Cause Liquor Liability,Limit Products / Completed Operations Aggregate,Per Occurrence Coverage Limits,General Aggregate Coverage Limits,Limit Personal / Advertising Injury,Limit Medical Expense,Limit Per Project Aggregate,Each Employee Employee Benefits Liability,Limit Per Location Aggregate,Employee Benefits Liability,Assault & Battery,Hired / Non-Owned Auto Liability,Liquor Liability,Data Breach,Other,Per Claim Limit Coverage Limits,Coverage Premium,Terrorism,MJIL 1000 08 10,MPIL 1007 03 14,MPIL 1083 04 15,MDIL 1000 08 11,MDIL 1001 08 11,IL 00 17 11 98,IL 00 21 09 08,MEIL 1200 10 16,MEIL 1225 10 11,MEIL 1231 10 13,MDGL 1000 01 13,MDGL 1008 08 11,CG 00 01 04 13,CG 00 33 04 13,CG 20 15 04 13,CG 21 35 10 01,CG 21 47 12 07,CG 21 49 09 99,CG 21 73 01 15,CG 21 96 03 05,ME 037 04 99,MEGL 0008 01 16,MEGL 0048 03 13,MEGL 0170 05 16,MEGL 0219 05 16,MEGL 1394 05 16,MEGL 1671 05 16,MEGL 1674 05 16,MEGL 1884 10 15,MEGL 5300 05 16,MEGL 5302 05 16,MEGL 5303 05 16,CG 21 86 12 04,MEIL 1211 06 10,MDGL 1012 01 13,CG 00 09 04 13,CG 29 60 06 15,MEGL 0001-OCP 08 14,MEGL 1273 07 16,MEGL 1637 05 17,MPIL 1009-TX 01 16,MPIL 1010-TX 05 10,CG 20 01 04 13,CG 20 10 04 13,CG 20 37 04 13,CG 21 36 03 05,CG 22 79 04 13,MEGL 0241-01 05 16,MEGL 0313 02 17,MEGL 1331 11 15,MEGL 1349 05 17,MEGL 1361 05 16,MEGL 1623 08 17,MEGL 1625 11 13,MEGL 1673 05 16,MEGL 1681 07 16,MEGL 1849 08 14,MEGL 1897 02 16,MGL 1319 01 16,CG 04 35 12 07,CG 20 18 04 13,CG 21 55 09 99,MEGL 1879 07 15,MEIL 1200-CA 03 16,MEGL 5301 05 16,MEIL 1241 07 14,MEIL 1309 11 13,CG 21 65 12 04,MEGL 1895 02 16,MPIL 1005-CA 01 17,CG 00 02 04 13,CG 00 38 04 13,CG 21 16 04 13,CG 21 39 10 93,MEGL 1251 05 16,PD-12000-01 03 04,EIC 701-02 08 07,PD-22000-02 06 04,EIC 4115-01 2 03,MEGL 1660 05 15,ZZ-44003-03 01 15,MPIL 1041 02 12,MDGL 1008 08 11 BC,CG 20 28 04 13,MDIL 1005 08 14,MEGL 1624 05 16,CG 20 11 04 13,MEGL 1378 05 16,CG 24 10 07 98,MEGL 1680 07 16,MEGL 1889 10 15,CG 20 10 07 04,CG 20 37 07 04,CG 20 26 04 13,CG 24 26 04 13,MPIL 1006-FL 01 10,CG 24 04 05 09,CG 21 33 11 85,CG 21 53 01 96,MEGL 1333 03 14,MEGL 1892 12 15,IL 12 01 11 85,CG 22 50 04 13,MEGL 1397 07 10,CG 02 05 12 04,CG 22 43 04 13,MEGL 0217 11 16,MEGL 0026 05 16,MEGL 2202 01 17,MEIL 1247 08 15,MIL 1214 09 17
Brokerage Casualty,4756754,6/1/2018,6/1/2019,Naughton Motorsports,Evanston Insurance Company,0,New,"KJ Hotel Properties, LLC",MO,AmWINS Brokerage,"21550 Oxnard Street, Suite 1100, Woodland Hills, CA, 91367",Ani Kotelyan,CA,Brokerage Casualty - MidSouth,743174,10070 Automobile Parts and Supplies Distributors,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Brokerage Casualty,3684144,12/15/2017,12/15/2018,NULL,Evanston Insurance Company,0,New,BC - Production Validation 3,IL,"RT Specialty, LLC","500 West Monroe Street, 30th Floor, Chicago, IL, 60661",Nick Fane,IL,Brokerage Casualty - MidWest,648160,16292 Construction Operations - Owner - Excluding ops on board ships,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3684143,12/11/2017,12/11/2018,NULL,Evanston Insurance Company,0,New,BC - Production Validation 3,IL,"RT Specialty, LLC","500 West Monroe Street, 30th Floor, Chicago, IL, 60661",Nick Fane,IL,Brokerage Casualty - MidWest,648175,"91582 Contractors - subcontracted work - in connection with building construction, reconstruction, repair or erection - apartment or office buildings over four stories",1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3684390,12/11/2017,12/11/2018,NULL,Evanston Insurance Company,0,New,"WOLF DIRECTIONAL, LLC.",TX,"U.S. Risk, LLC","8401 North Central Expressway, Suite 1000, Dallas, TX, 75225",Chris Kato,TX,Brokerage Casualty - MidSouth,648920,91577 Conduit Construction for Cables or Wires,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3684569,2/1/2018,2/1/2019,NULL,Evanston Insurance Company,0,New,"W. W. BARTLETT, INC.",TX,AmWINS Brokerage,"5910 North Central Expressway, Suite 500, Dallas, TX, 75206",Sherita Hardy,TX,Brokerage Casualty - MidSouth,650255,97447 Masonry,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3688390,1/23/2018,1/23/2019,NULL,Evanston Insurance Company,0,New,PARIS EXTREME BUILDERS,CA,"Socius Insurance Services, Inc.","2205 Point Boulevard, Suite 250, Elgin, IL, 60123", ,IL,Brokerage Casualty - MidWest,660449,"91581 Contractors - subcontracted work - in connection with construction, reconstruction, erection or repair - not buildings",1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3697514,1/13/2018,1/13/2019,NULL,Evanston Insurance Company,0,New,PARKWORKS MECHANICAL SYSTEMS,CA,AmWINS Brokerage,"444 South Flower Street, Suite 4500, Los Angeles, CA, 90071",Armando Ballesteros,CA,Brokerage Casualty - West,665859,12362 Distributors - no food or drink,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3698727,1/24/2018,1/24/2019,NULL,Evanston Insurance Company,0,New,GENERAL HEATING AND AIR CONDITIONING INC,CA,"CRC Insurance Services, Inc.","1815 Via El Prado, Suite 401, Riviera Center, Redondo Beach, CA, 90277",Vince West,CA,Brokerage Casualty - West,666933,"95648 Heating or Combined Heating and Air Conditioning Systems or Equipment - dealers or distributors and installation, servicing or repair",1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3697768,1/15/2018,1/15/2019,NULL,Evanston Insurance Company,0,New,ELITE RETAIL SERVICES INC,TX,"All Risks, Ltd.","10415 Morado Circle, Suite 150, Building 2, Austin, TX, 78759",Frank Martino,TX,Brokerage Casualty - MidSouth,667317,91580 Contractors - Executive Supervisors or Executive Superintendents,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3699115,1/15/2018,10/15/2019,NULL,Evanston Insurance Company,0,New,ARDITO MASON CONTRACTORS LLC,NY,Quaker Special Risk,"P.O. Box 1350, Eatontown, NJ, 07724",Matt Walsh,NJ,Brokerage Casualty - NorthEast,667578,97447 Masonry,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3700728,1/19/2018,1/19/2019,NULL,Evanston Insurance Company,0,New,"JM MANAGEMENT, LLC",TX,"Western Security Surplus Insurance Brokers, LLC","5800 Granite Park, Suite 300, Plano, TX, 75024",Jim Thomas,TX,Brokerage Casualty - MidSouth,670459,91580 Contractors - Executive Supervisors or Executive Superintendents,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3697462,1/21/2018,1/21/2019,NULL,Evanston Insurance Company,0,Renewal,"The HR Group, LLC",TX,"Southwest Risk, LP","8144 Walnut Hill Lane, Suite 1400, Dallas, TX, 75231",Tom Martina,TX,Brokerage Casualty - MidSouth,671706,91580 Contractors - Executive Supervisors or Executive Superintendents,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3703273,1/17/2018,1/17/2019,NULL,Evanston Insurance Company,0,New,"CAPO 7, LLC",FL,AmWINS Brokerage,"Raritan Plaza 1, 110 Fieldcrest Avenue, 7th Floor, Edison, NJ, 08837",Stefanie Hampton,NJ,Brokerage Casualty - NorthEast,672603,91580 Contractors - Executive Supervisors or Executive Superintendents,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3704232,1/25/2018,1/25/2019,NULL,Evanston Insurance Company,0,New,"RABINE RESIDENTIAL, LLC",IL,"Socius Insurance Services, Inc.","2205 Point Boulevard, Suite 250, Elgin, IL, 60123",Carol Kraus,IL,Brokerage Casualty - MidWest,673298,"91581 Contractors - subcontracted work - in connection with construction, reconstruction, erection or repair - not buildings",1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3704076,2/5/2018,2/5/2019,NULL,Evanston Insurance Company,0,New,AGR CONSTRUCTION LLC,TX,AmWINS Brokerage,"5910 North Central Expressway, Suite 500, Dallas, TX, 75206",Jennifer Mier,TX,Brokerage Casualty - MidSouth,673424,99946 Water Mains or Connections Construction,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3704658,2/13/2018,2/13/2019,NULL,Evanston Insurance Company,0,New,CG NORTHERN DEVELOPMENT LLC,TX,AmWINS Brokerage,"5910 North Central Expressway, Suite 500, Dallas, TX, 75206",Jennifer Mier,TX,Brokerage Casualty - MidSouth,674284,91580 Contractors - Executive Supervisors or Executive Superintendents,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3702499,1/25/2018,1/25/2019,NULL,Evanston Insurance Company,0,New,"CENTEC HOLDINGS, LLC",TX,AmWINS Brokerage,"5910 North Central Expressway, Suite 500, Dallas, TX, 75206",Wes Bauer,TX,Brokerage Casualty - MidSouth,674618,98678 Roofing - residential - three stories and under,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3703914,1/24/2018,1/24/2019,NULL,Evanston Insurance Company,0,New,RIVERSIDE LAMINATIONS,CA,"Monarch E&S Insurance Services, Inc.","2550 North Hollywood Way, Suite 501, Burbank, CA, 91505",Cindy Blazer,CA,Brokerage Casualty - West,675100,"51252 Automobile, Bus or Truck Parts Mfg. - not operating parts",1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3704582,2/9/2018,2/9/2019,NULL,Evanston Insurance Company,0,New,ICS ROOFING & CONSTRUCTION INC.,AL,"CRC Insurance Services, Inc.","1 Metroplex Drive, Suite 400, Birmingham, AL, 35209",Joe LaRocca,AL,Brokerage Casualty - SouthEast,675451,94444 Contractors,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3700022,2/17/2018,2/17/2019,NULL,Evanston Insurance Company,0,Renewal,"CAMPANY ROOF MAINTENANCE, LLC",FL,"Brown & Riding Insurance Services, Inc.","3405 Piedmont Road, Suite 470, Atlanta, GA, 30305",Taelor Rubin,GA,Brokerage Casualty - SouthEast,675894,98677 Roofing - commercial,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3700994,2/1/2018,3/1/2018,NULL,Evanston Insurance Company,0,New,"A.C.I. COMMERCIAL ROOFERS, LLC",IL,AmWINS Brokerage,"10 South LaSalle Street, Chicago, IL, 60603",Brett Dresner,IL,Brokerage Casualty - MidWest,676687,98677 Roofing - commercial,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Brokerage Casualty,3705455,1/30/2018,1/30/2019,NULL,Evanston Insurance Company,0,New,"FLOOR SEAL TECHNOLOGY, INC.; VAPRECISION",CA,AmWINS Brokerage,"444 South Flower Street, Suite 4500, Los Angeles, CA, 90071",Jack Reid,CA,Brokerage Casualty - West,677733,"91585 Contractors - subcontracted work - in connection with construction, reconstruction, repair or erection of buildings",1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3704638,2/1/2018,2/1/2019,NULL,Evanston Insurance Company,0,New,"DESIGNER ROOFING, LLC",TX,"USG Insurance Services, Inc.","500 East Border Street, Suite 600, Arlington, TX, 76010",Kenneth Brown,TX,Brokerage Casualty - MidSouth,681309,98678 Roofing - residential - three stories and under,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3703717,2/7/2018,2/7/2019,NULL,Evanston Insurance Company,0,New,SUMMIT CUSTOM HOMES,TX,"Southwest Risk, LP","8144 Walnut Hill Lane, Suite 1400, Dallas, TX, 75231",Tom Martina,TX,Brokerage Casualty - MidSouth,683186,91580 Contractors - Executive Supervisors or Executive Superintendents,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3711599,3/7/2018,3/7/2019,NULL,Evanston Insurance Company,0,New,"New Vision Manufacturing, LLC",OK,"RT Specialty, LLC","820 Gessner Road, Suite 1850, Houston, TX, 77024",Todd Crane,TX,Brokerage Casualty - MidSouth,684647,57090 Mobile Home Mfg.,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3701347,2/16/2018,2/16/2019,NULL,Evanston Insurance Company,0,Renewal,ROCKPORT CONSTRUCTION GROUP LLC,TX,"Southwest Risk, LP","8144 Walnut Hill Lane, Suite 1400, Dallas, TX, 75231",Tom Martina,TX,Brokerage Casualty - MidSouth,688171,91580 Contractors - Executive Supervisors or Executive Superintendents,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3707311,2/24/2018,2/24/2019,NULL,Evanston Insurance Company,0,Renewal,"FAIRFIELD CONSTRUCTION II, LLC",LA,"CRC Insurance Services, Inc.","1 Metroplex Drive, Suite 400, Birmingham, AL, 35209",Erin Carden,AL,Brokerage Casualty - SouthEast,689691,"91582 Contractors - subcontracted work - in connection with building construction, reconstruction, repair or erection - apartment or office buildings over four stories",1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
